FORWARD SORTATION AREA,ANIMAL TYPE,BREED,COUNT
T5Z,Dog,"WELSH CORGI, CARDIGAN",4
T5Z,Cat,UNKNOWN,1
T5Z,Dog,NEWFOUNDLAND,1
T5Z,Dog,MASTIFF,4
T5Z,Dog,BEARDED COLLIE,2
T5Z,Cat,BIRMAN,1
T5Z,Dog,"CHIHUAHUA, TEACUP",1
T5Z,Cat,DOMESTIC SHORT HAIR,454
T5Z,Dog,SHIH TZU,273
T5Z,Dog,GREAT PYRENEES,7
T5Z,Dog,TERRIER,29
T5Z,Dog,JACK RUSSELL TERRIER,37
T5Z,Dog,MINIATURE SCHNAUZER,36
T5Z,Dog,PAPILLON,9
T5Z,Cat,PERSIAN,3
T5Z,Dog,STAFFORDSHIRE BULL TERRIER,1
T5Z,Cat,NORWEGIAN FOREST CAT,1
T5Z,Cat,HIMALAYAN,5
T5Z,Dog,GERMAN SHORT HAIR POINTER,4
T5Z,Dog,VIZSLA,2
T5Z,Dog,DOMESTIC MEDIUM HAIR,1
T5Z,Dog,ROUGH COATED COLLIE,8
T5Z,Dog,RHODESIAN RIDGEBACK,4
T5Z,Dog,"ARGENTINO, DOGO",1
T5Z,Dog,CATAHOULA LEAPARD DOG,3
T5Z,Cat,RAGAMUFFIN,1
T5Z,Dog,STANDARD SCHNAUZER,3
T5Z,Dog,ENGLISH BLACK AND TAN TERRIER,1
T5Z,Dog,TOSA INU,1
T5Z,Dog,SOFT COATED WHEATEN TERRIER,10
T5Z,Dog,MALTESE,69
T5Z,Dog,UNKNOWN,4
T5Z,Cat,RUSSIAN BLUE,3
T5Z,Dog,"CROSSBREED, LARGE",4
T5Z,Dog,WEST HIGHLAND TERRIER,13
T5Z,Dog,AUSTRALIAN SHEEPDOG,2
T5Z,Cat,RAGDOLL,4
T5Z,Dog,OLD ENGLISH SHEEPDOG,3
T5Z,Cat,SNOWSHOE,4
T5Z,Dog,"WELSH CORGI, PEMBROKE",3
T5Z,Dog,WEIMARANER,2
T5Z,Dog,BRITTNAY SPANIEL,1
T5Z,Dog,TEACUP POODLE,1
T5Z,Dog,"TERRIER, AMERICAN STAFFORDSHIRE",10
T5Z,Dog,SHIBA INU,15
T5Z,Dog,GERMAN SHEPHERD,103
T5Z,Dog,POODLE,25
T5Z,Cat,MAINE COON,5
T5Z,Dog,STANDARD POODLE,11
T5Z,Dog,GOLDEN RETREIVER,58
T5Z,Dog,MINIATURE PINSCHER,19
T5Z,Dog,"CROSSBREED, MEDIUM",11
T5Z,Dog,CAIRN TERRIER,3
T5Z,Dog,ROTTWEILER,40
T5Z,Dog,BLACK AND TAN COONHOUND,2
T5Z,Dog,POMERANIAN,78
T5Z,Dog,MINIATURE POODLE,14
T5Z,Dog,"DACHSHUND, MINIATURE WIREHAIRED",3
T5Z,Dog,ENGLISH BULLDOG,11
T5Z,Dog,AUSTRALIAN SHEPHERD,6
T5Z,Dog,"ESKIMO, AMERICAN",13
T5Z,Dog,CAVALIER KING CHARLES SPANIEL,8
T5Z,Dog,CHOW CHOW,2
T5Z,Dog,PORTUGUESE WATER DOG,1
T5Z,Dog,KEESHOND,4
T5Z,Dog,TOY FOX TERRIER,1
T5Z,Cat,BEAGLE,1
T5Z,Dog,PULI,2
T5Z,Dog,TERRIPOO,4
T5Z,Dog,WELSH TERRIER,2
T5Z,Dog,"SPANIEL, AMERICAN WATER",1
T5Z,Dog,BULL TERRIER,2
T5Z,Cat,BENGAL,1
T5Z,Dog,"SPANIEL, AMERICAN COCKER",39
T5Z,Dog,BEAGLE,52
T5Z,Dog,"DOG, CRESTED CHINESE",2
T5Z,Dog,"DACHSHUND, MINIATURE SMOOTH",35
T5Z,Dog,PEKINGESE,12
T5Z,Dog,"DACHSHUND, STANDARD LONGHAIRED",2
T5Z,Dog,WELSH SPRINGER SPANIEL,1
T5Z,Cat,TONKINESE,1
T5Z,Dog,"TERRIER, AIREDALE",5
T5Z,Dog,YORKSHIRE TEACUP TERRIER,6
T5Z,Dog,IRISH WOLFHOUND,1
T5Z,Dog,CANE CORSO,2
T5Z,Dog,POWDERPUFF,1
T5Z,Dog,BASENJI,1
T5Z,Dog,"DACHSHUND, STANDARD WIREHAIRED",1
T5Z,Dog,TIBETAN SPANIEL,1
T5Z,Cat,DOMESTIC LONGHAIR,58
T5Z,Dog,BASSETT HOUND,8
T5Z,Dog,COCKAPOO,28
T5Z,Dog,SIBERIAN HUSKY,26
T5Z,Dog,ENGLISH SPRINGER SPANIEL,7
T5Z,Dog,"ESKIMO, AMERICAN MINIATURE",6
T5Z,Dog,"DACHSHUND, MINIATURE LONG HAIR",14
T5Z,Dog,"MALAMUTE, ALASKAN",8
T5Z,Dog,"PINSCHER, DOBERMAN",8
T5Z,Dog,COTON DE TULEAR,3
T5Z,Dog,GERMAN PINSCHER,1
T5Z,Dog,"CHIHUAHUA, SMOOTH",56
T5Z,Dog,BULL MASTIFF,3
T5Z,Dog,POINTER,1
T5Z,Cat,"SIAMESE, APPLEHEAD",1
T5Z,Dog,SHARPEI,5
T5Z,Dog,RED BONE COONHOUND,1
T5Z,Dog,PARSON RUSSELL TERRIER,1
T5Z,Dog,OLD ENGLISH MASTIFF,2
T5Z,Dog,SCOTTISH TERRIER,11
T5Z,Dog,LABRADOR RETRIEVER,139
T5Z,Dog,"DACHSHUND, STANDARD SMOOTH",9
T5Z,Dog,LHASA APSO,30
T5Z,Dog,YORKSHIRE TERRIER,88
T5Z,Dog,JIN-DO,1
T5Z,Dog,"DOG, AUSTRALIAN CATTLE",8
T5Z,Dog,ENGLISH COCKER SPANIEL,12
T5Z,Dog,AKITA,5
T5Z,Cat,"CROSSBREED, SMALL",1
T5Z,Dog,DALMATIAN,4
T5Z,Dog,YORK CHOCOLATE,2
T5Z,Dog,HAVANA BROWN,1
T5Z,Dog,BLOODHOUND,1
T5Z,Cat,"MANX, SHORT HAIR",2
T5Z,Dog,FRENCH BULLDOG,3
T5Z,Cat,BURMESE,1
T5Z,Dog,BOUVIER DES FLANDRES,2
T5Z,Dog,NORWEGIAN ELKHOUND,1
T5Z,Dog,FLAT COATED RETREIVER,3
T5Z,Dog,ST. BERNARD,2
T6A,Dog,"SHEPHERD, ANATOLIAN",2
T6A,Dog,TERRIER,24
T6A,Dog,SIBERIAN HUSKY,20
T6A,Dog,CAIRN TERRIER,7
T6A,Dog,"CROSSBREED, LARGE",5
T6A,Dog,SOFT COATED WHEATEN TERRIER,7
T6A,Dog,WIREHAIRED FOX TERRIER,1
T6A,Dog,WIREHAIRED JACK RUSSELL TERRIER,3
T6A,Dog,"CHIHUAHUA, LONG HAIR",3
T6A,Cat,RUSSIAN BLUE,1
T6A,Cat,"MANX, LONG HAIR",3
T6A,Dog,BLOODHOUND,3
T6A,Cat,ABYSSINIAN,1
T6A,Dog,CANE CORSO,3
T6A,Dog,BOUVIER DES FLANDRES,4
T6A,Cat,SNOWSHOE,4
T6A,Dog,WHIPPET,1
T6A,Dog,BELGIAN SHEEPDOG,1
T6A,Dog,BEARDED COLLIE,1
T6A,Dog,PUG,13
T6A,Dog,LABRADOR RETRIEVER,195
T6A,Dog,CHESAPEAKE BAY RETRIEVER,8
T6A,Dog,BICHON FRISE,101
T6A,Dog,BEAGLE,30
T6A,Cat,"SHORT HAIR, AMERICAN",13
T6A,Dog,"CROSSBREED, MEDIUM",16
T6A,Dog,"DACHSHUND, MINIATURE LONG HAIR",9
T6A,Dog,NORFOLK TERRIER,2
T6A,Dog,MANCHESTER TOY TERRIER,1
T6A,Dog,BULL MASTIFF,9
T6A,Dog,AUSTRALIAN TERRIER,1
T6A,Dog,STAFFORDSHIRE BULL TERRIER,1
T6A,Dog,AKITA,2
T6A,Cat,"CROSSBREED, MEDIUM",2
T6A,Dog,RHODESIAN RIDGEBACK,3
T6A,Cat,NEBELUNG,1
T6A,Cat,SIBERIAN (CAT),1
T6A,Dog,JACK RUSSELL TERRIER,24
T6A,Cat,PERSIAN,5
T6A,Dog,POODLE,17
T6A,Dog,BASSETT HOUND,8
T6A,Dog,MINIATURE SCHNAUZER,22
T6A,Dog,STANDARD SCHNAUZER,3
T6A,Dog,ROTTWEILER,18
T6A,Dog,"CHIHUAHUA, TEACUP",1
T6A,Dog,NORWEGIAN BUHUND,1
T6A,Cat,RAGDOLL,18
T6A,Dog,NEWFOUNDLAND,2
T6A,Dog,VIZSLA,2
T6A,Dog,WEIMARANER,5
T6A,Cat,UNKNOWN,10
T6A,Dog,TEACUP POODLE,3
T6A,Dog,FRENCH BULLDOG,3
T6A,Dog,SHIBA INU,10
T6A,Dog,SILKY TERRIER,2
T6A,Dog,TOY FOX TERRIER,3
T6A,Cat,"SIAMESE, APPLEHEAD",1
T6A,Dog,STANDARD PINSCHER,1
T6A,Dog,COTON DE TULEAR,1
T6A,Dog,SMOOTH COATED COLLIE,1
T6A,Dog,YORKSHIRE TERRIER,47
T6A,Dog,SHIH TZU,110
T6A,Cat,DOMESTIC MEDIUM HAIR,123
T6A,Dog,POMERANIAN,19
T6A,Cat,JAPANESE BOBTAIL,1
T6A,Dog,MINIATURE POODLE,8
T6A,Dog,MASTIFF,8
T6A,Dog,"CHIHUAHUA, SMOOTH",18
T6A,Dog,"DACHSHUND, MINIATURE SMOOTH",16
T6A,Dog,"WELSH CORGI, PEMBROKE",2
T6A,Dog,ENGLISH BULLDOG,5
T6A,Dog,IRISH TERRIER,1
T6A,Cat,BOMBAY,1
T6A,Cat,ORIENTAL SHORT HAIR,3
T6A,Dog,"DOG, CRESTED CHINESE",4
T6A,Cat,MAINE COON,9
T6A,Dog,KEESHOND,3
T6A,Dog,"DACHSHUND, STANDARD LONGHAIRED",1
T6A,Dog,BRIARD,1
T6A,Dog,IRISH SETTER,1
T6A,Cat,BIRMAN,3
T6A,Dog,KUVASZ,1
T6A,Dog,"ESKIMO, AMERICAN MINIATURE",2
T6A,Dog,BURMESE,1
T6A,Dog,IRISH WOLFHOUND,2
T6A,Dog,"SPANIEL, AMERICAN COCKER",43
T6A,Dog,COLLIE,20
T6A,Dog,GREAT PYRENEES,7
T6A,Dog,PEKINGESE,3
T6A,Dog,COCKAPOO,19
T6A,Dog,UNKNOWN,1
T6A,Dog,BOXER,18
T6A,Dog,OLD ENGLISH MASTIFF,2
T6A,Dog,"MALAMUTE, ALASKAN",5
T6A,Dog,"DOG, AUSTRALIAN CATTLE",11
T6A,Cat,BURMESE,1
T6A,Dog,GREAT DANE,3
T6A,Dog,GERMAN WIRE HAIRED POINTER,2
T6A,Dog,NOVA SCOTIA DUCK TOLLING RETRIEVER,1
T6A,Dog,SCHIPPERKE,1
T6A,Dog,BULL TERRIER,2
T6A,Dog,SCOTTISH TERRIER,1
T6A,Dog,"SHEPHERD, DUTCH",1
T6A,Dog,TERRIPOO,1
T6A,Dog,GREYHOUND,2
T6A,Pigeons,PIGEON,3
T6A,Dog,STANDARD POODLE,17
T6A,Dog,ROUGH COATED COLLIE,10
T6A,Dog,"TERRIER, AMERICAN STAFFORDSHIRE",5
T6A,Dog,CATAHOULA LEAPARD DOG,5
T6A,Cat,BENGAL,2
T6A,Dog,LHASA APSO,15
T6A,Dog,YORKSHIRE TEACUP TERRIER,2
T6A,Dog,"PINSCHER, DOBERMAN",7
T6A,Dog,AUSTRALIAN SHEEPDOG,2
T6A,Cat,HIMALAYAN,2
T6A,Dog,GERMAN PINSCHER,2
T6A,Dog,BRITTNAY SPANIEL,1
T6A,Dog,SHARPEI,1
T6A,Cat,CAT OF CEYLON,2
T6A,Dog,ENGLISH SETTER,1
T6A,Dog,PORTUGUESE WATER DOG,1
T6A,Cat,DOMESTIC SHORT HAIR,419
T6A,Dog,TOY PODDLE,11
T6A,Dog,AUSTRALIAN SHEPHERD,13
T6A,Cat,SIAMESE,33
T6A,Dog,GERMAN SHEPHERD,89
T6A,Dog,WEST HIGHLAND TERRIER,11
T6A,Dog,DALMATIAN,2
T6A,Dog,HAVANESE,18
T6A,Dog,ST. BERNARD,3
T6A,Dog,"WELSH CORGI, CARDIGAN",2
T6A,Dog,"DACHSHUND, STANDARD SMOOTH",3
T6A,Dog,WATER SPANIEL,1
T6A,Dog,THAI RIDGEBACK,1
T6A,Cat,ANGORA,1
T6A,Cat,"MANX, SHORT HAIR",4
T6A,Dog,KERRY BLUE TERRIER,3
T6A,Dog,ENGLISH COCKER SPANIEL,3
T6A,Cat,"REX, DEVON",4
T6A,Dog,SAMOYED,5
T6A,Dog,SHETLAND SHEEPDOG,4
T6A,Cat,DOMESTIC LONGHAIR,53
T6A,Dog,MALTESE,19
T6A,Dog,GOLDEN RETREIVER,38
T6A,Dog,"ESKIMO, AMERICAN",9
T6A,Dog,MINIATURE PINSCHER,11
T6A,Dog,PAPILLON,7
T6A,Dog,ENGLISH POINTER,1
T6A,Dog,"CROSSBREED, SMALL",6
T6A,Dog,GERMAN SHORT HAIR POINTER,4
T6A,Dog,ITALIAN GREYHOUND,1
T6A,Dog,"BULLDOG, AMERICAN",4
T6A,Cat,NORWEGIAN FOREST CAT,2
T6A,Dog,"TERRIER, AIREDALE",8
T6A,Dog,WOLFHOUND,1
T6A,Dog,NORWEGIAN ELKHOUND,2
T6A,Dog,ENGLISH SPRINGER SPANIEL,1
T6A,Dog,TIBETAN SPANIEL,1
T6A,Dog,MAREMMA,1
T6B,Dog,"DACHSHUND, MINIATURE LONG HAIR",6
T6B,Dog,POMERANIAN,28
T6B,Dog,MINIATURE PINSCHER,7
T6B,Dog,LHASA APSO,17
T6B,Dog,SWEDISH VALLHUND,1
T6B,Dog,CAIRN TERRIER,5
T6B,Dog,GREYHOUND,4
T6B,Dog,POODLE,6
T6B,Dog,STANDARD SCHNAUZER,3
T6B,Dog,"CHIHUAHUA, LONG HAIR",4
T6B,Dog,UNKNOWN,4
T6B,Cat,"SIAMESE, APPLEHEAD",2
T6B,Dog,BURMESE,1
T6B,Dog,"DACHSHUND, STANDARD WIREHAIRED",1
T6B,Dog,PEKINGESE,4
T6B,Cat,BRITISH SHORT HAIR,2
T6B,Dog,BULL MASTIFF,2
T6B,Dog,BASSETT HOUND,4
T6B,Cat,SIAMESE,17
T6B,Cat,BENGAL,2
T6B,Dog,SHIBA INU,3
T6B,Dog,FIELD SPANIEL,1
T6B,Dog,DALMATIAN,1
T6B,Dog,CHOW CHOW,2
T6B,Cat,NORWEGIAN FOREST CAT,1
T6B,Dog,STAFFORDSHIRE BULL TERRIER,1
T6B,Dog,TOY PODDLE,12
T6B,Dog,COCKAPOO,13
T6B,Dog,"SPANIEL, AMERICAN COCKER",21
T6B,Dog,OLD ENGLISH SHEEPDOG,1
T6B,Dog,AUSTRALIAN TERRIER,2
T6B,Dog,OLD ENGLISH MASTIFF,1
T6B,Dog,"CROSSBREED, MEDIUM",6
T6B,Dog,"ESKIMO, AMERICAN",7
T6B,Dog,BELGIAN SHEEPDOG,1
T6B,Dog,"WELSH CORGI, CARDIGAN",1
T6B,Dog,BOUVIER DES FLANDRES,1
T6B,Dog,"DACHSHUND, STANDARD LONGHAIRED",1
T6B,Cat,BURMESE,1
T6B,Cat,DOMESTIC SHORT HAIR,318
T6B,Dog,LABRADOR RETRIEVER,98
T6B,Cat,RUSSIAN BLUE,2
T6B,Dog,SHIH TZU,108
T6B,Dog,MALTESE,32
T6B,Dog,SHETLAND SHEEPDOG,8
T6B,Cat,"SHORT HAIR, AMERICAN",5
T6B,Dog,"DOG, AUSTRALIAN CATTLE",7
T6B,Dog,KEESHOND,4
T6B,Dog,STANDARD POODLE,7
T6B,Cat,PERSIAN,3
T6B,Dog,"DACHSHUND, MINIATURE WIREHAIRED",5
T6B,Dog,MASTIFF,2
T6B,Dog,SHARPEI,1
T6B,Dog,HOUND,1
T6B,Dog,ROUGH COATED COLLIE,4
T6B,Dog,"TERRIER, AMERICAN STAFFORDSHIRE",2
T6B,Cat,"MANX, LONG HAIR",2
T6B,Cat,"MANX, SHORT HAIR",6
T6B,Dog,"CHIHUAHUA, TEACUP",1
T6B,Dog,PAPILLON,4
T6B,Dog,NOVA SCOTIA DUCK TOLLING RETRIEVER,2
T6B,Dog,NEWFOUNDLAND,1
T6B,Cat,DOMESTIC MEDIUM HAIR,82
T6B,Dog,COLLIE,12
T6B,Cat,HIMALAYAN,4
T6B,Dog,JACK RUSSELL TERRIER,14
T6B,Dog,"DACHSHUND, MINIATURE SMOOTH",11
T6B,Dog,WEST HIGHLAND TERRIER,7
T6B,Dog,WELSH SPRINGER SPANIEL,1
T6B,Dog,"WELSH CORGI, PEMBROKE",4
T6B,Dog,FRENCH BULLDOG,1
T6B,Dog,SOFT COATED WHEATEN TERRIER,4
T6B,Dog,SAMOYED,5
T6B,Dog,ENGLISH BULLDOG,6
T6B,Cat,UNKNOWN,9
T6B,Dog,"PINSCHER, AFFEN",1
T6B,Dog,ST. BERNARD,4
T6B,Dog,PLOTT HOUND,1
T6B,Dog,PORTUGUESE WATER DOG,1
T6B,Cat,"REX, DEVON",1
T6B,Dog,AUSTRALIAN SHEPHERD,2
T6B,Cat,"CROSSBREED, SMALL",1
T6B,Dog,ROTTWEILER,22
T6B,Dog,GOLDEN RETREIVER,28
T6B,Dog,GERMAN SHEPHERD,48
T6B,Dog,TERRIER,16
T6B,Dog,WHIPPET,2
T6B,Dog,NORWEGIAN ELKHOUND,2
T6B,Dog,GERMAN PINSCHER,1
T6B,Dog,"CROSSBREED, LARGE",3
T6B,Dog,"DOG, CRESTED CHINESE",1
T6B,Cat,SNOWSHOE,1
T6B,Dog,"CROSSBREED, SMALL",1
T6B,Dog,SCOTTISH TERRIER,1
T6B,Dog,"DACHSHUND, STANDARD SMOOTH",2
T6B,Dog,CHESAPEAKE BAY RETRIEVER,2
T6B,Dog,BRITTNAY SPANIEL,1
T6B,Dog,ENGLISH SPRINGER SPANIEL,6
T6B,Cat,MAINE COON,2
T6B,Dog,PARSON RUSSELL TERRIER,1
T6B,Dog,GREAT DANE,6
T6B,Dog,YORKSHIRE TEACUP TERRIER,3
T6B,Dog,ENGLISH COCKER SPANIEL,1
T6B,Cat,BIRMAN,4
T6B,Dog,TERRIPOO,3
T6B,Dog,SMOOTH FOX TERRIER,1
T6B,Dog,BEAGLE,14
T6B,Dog,BICHON FRISE,39
T6B,Dog,MINIATURE POODLE,7
T6B,Dog,GERMAN SHORT HAIR POINTER,3
T6B,Dog,MINIATURE SCHNAUZER,19
T6B,Dog,"PINSCHER, DOBERMAN",4
T6B,Cat,BALINESE,1
T6B,Dog,"MALAMUTE, ALASKAN",2
T6B,Dog,BEARDED COLLIE,2
T6B,Dog,GREAT PYRENEES,3
T6B,Dog,DOMESTIC SHORT HAIR,1
T6B,Dog,TOY FOX TERRIER,1
T6B,Dog,BELGIAN SHEPHERD,1
T6B,Cat,ABYSSINIAN,1
T6B,Dog,"CHIHUAHUA, SMOOTH",13
T6B,Dog,YORKSHIRE TERRIER,15
T6B,Cat,RAGDOLL,8
T6B,Dog,SCHIPPERKE,2
T6B,Dog,"ESKIMO, AMERICAN MINIATURE",8
T6B,Dog,PUG,8
T6B,Dog,SIBERIAN HUSKY,17
T6B,Cat,DOMESTIC LONGHAIR,36
T6B,Dog,BOXER,12
T6B,Dog,CANE CORSO,1
T6B,Dog,"TERRIER, AIREDALE",4
T6B,Dog,AKITA,3
T6B,Dog,SILKY TERRIER,1
T6B,Dog,HAVANESE,4
T6B,Dog,WIREHAIRED JACK RUSSELL TERRIER,2
T6B,Dog,"BULLDOG, AMERICAN",1
T6B,Cat,"CROSSBREED, MEDIUM",1
T6C,Dog,GERMAN SHEPHERD,129
T6C,Dog,AUSTRALIAN TERRIER,4
T6C,Dog,"DACHSHUND, STANDARD SMOOTH",6
T6C,Dog,BICHON FRISE,76
T6C,Dog,MALTESE,27
T6C,Cat,SIAMESE,42
T6C,Dog,MINIATURE SCHNAUZER,32
T6C,Dog,GREYHOUND,8
T6C,Dog,RAT TERRIER,3
T6C,Dog,YORKSHIRE TEACUP TERRIER,5
T6C,Dog,ENGLISH SPRINGER SPANIEL,6
T6C,Dog,"CHIHUAHUA, TEACUP",3
T6C,Dog,GERMAN SHORT HAIR POINTER,4
T6C,Dog,BULL MASTIFF,5
T6C,Dog,GERMAN PINSCHER,2
T6C,Dog,"DACHSHUND, STANDARD LONGHAIRED",4
T6C,Cat,ORIENTAL SHORT HAIR,1
T6C,Pigeons,PIGEON,1
T6C,Dog,IRISH WOLFHOUND,3
T6C,Dog,"ESKIMO, AMERICAN TOY",1
T6C,Cat,ABYSSINIAN,2
T6C,Cat,DOMESTIC SHORT HAIR,744
T6C,Dog,"WELSH CORGI, PEMBROKE",6
T6C,Dog,COLLIE,14
T6C,Dog,STANDARD POODLE,22
T6C,Dog,"ESKIMO, AMERICAN",10
T6C,Dog,"MALAMUTE, ALASKAN",9
T6C,Dog,KEESHOND,9
T6C,Dog,LHASA APSO,21
T6C,Dog,BASSETT HOUND,12
T6C,Dog,WIREHAIRED FOX TERRIER,3
T6C,Dog,BORZOI,2
T6C,Cat,RAGDOLL,13
T6C,Dog,WELSH TERRIER,3
T6C,Cat,"SHORT HAIR, AMERICAN",16
T6C,Dog,SOFT COATED WHEATEN TERRIER,19
T6C,Dog,TOY PODDLE,8
T6C,Dog,WHIPPET,6
T6C,Dog,YORKSHIRE TERRIER,31
T6C,Cat,"CROSSBREED, LARGE",1
T6C,Dog,SCOTTISH TERRIER,3
T6C,Dog,SHETLAND SHEEPDOG,6
T6C,Cat,MAINE COON,4
T6C,Cat,SNOWSHOE,3
T6C,Dog,SHARPEI,5
T6C,Dog,BELGIAN SHEEPDOG,3
T6C,Dog,NORWEGIAN ELKHOUND,3
T6C,Dog,ENGLISH COCKER SPANIEL,10
T6C,Dog,WIREHAIRED POINTING GRIFFON,2
T6C,Dog,SMOOTH COATED COLLIE,2
T6C,Dog,"PINSCHER, DOBERMAN",7
T6C,Dog,MANCHESTER TERRIER,1
T6C,Dog,BEARDED COLLIE,2
T6C,Dog,"DOG, CRESTED CHINESE",1
T6C,Dog,NEOPOLITAN MASTIFF,1
T6C,Cat,TERRIER,1
T6C,Dog,YORK CHOCOLATE,1
T6C,Dog,HAVANESE,18
T6C,Dog,"DACHSHUND, MINIATURE WIREHAIRED",2
T6C,Dog,"SPANIEL, AMERICAN COCKER",47
T6C,Dog,MINIATURE PINSCHER,16
T6C,Dog,PEKINGESE,3
T6C,Dog,BRUSSELS GRIFFON,2
T6C,Dog,"CHIHUAHUA, LONG HAIR",17
T6C,Dog,POINTER,2
T6C,Dog,AUSTRALIAN SHEEPDOG,4
T6C,Dog,SAMOYED,4
T6C,Dog,GREAT DANE,10
T6C,Dog,HOUND,2
T6C,Cat,HIMALAYAN,8
T6C,Cat,"CROSSBREED, MEDIUM",3
T6C,Dog,JAPANESE CHIN SPANIEL,2
T6C,Cat,EXOTIC SHORT HAIR,4
T6C,Dog,BULL TERRIER,2
T6C,Cat,NORWEGIAN FOREST CAT,1
T6C,Dog,"CROSSBREED, SMALL",5
T6C,Cat,OCICAT,1
T6C,Cat,BRITISH SHORT HAIR,2
T6C,Dog,KARELIAN BEAR DOG,2
T6C,Dog,RHODESIAN RIDGEBACK,2
T6C,Dog,TOY FOX TERRIER,3
T6C,Cat,"CROSSBREED, SMALL",2
T6C,Dog,IRISH WATER SPANIEL,1
T6C,Dog,BASENJI,1
T6C,Cat,"MANX, LONG HAIR",1
T6C,Dog,POLISH LOWLAND SHEEPDOG,1
T6C,Cat,DOMESTIC LONGHAIR,92
T6C,Dog,PORTUGUESE WATER DOG,6
T6C,Dog,PAPILLON,9
T6C,Dog,WEST HIGHLAND TERRIER,20
T6C,Cat,HAVANA BROWN,2
T6C,Cat,UNKNOWN,25
T6C,Dog,BRITTNAY SPANIEL,2
T6C,Dog,CHOW CHOW,5
T6C,Dog,SIBERIAN HUSKY,26
T6C,Dog,CHESAPEAKE BAY RETRIEVER,8
T6C,Dog,NEWFOUNDLAND,8
T6C,Dog,"DACHSHUND, MINIATURE LONG HAIR",9
T6C,Dog,UNKNOWN,7
T6C,Cat,NEBELUNG,1
T6C,Dog,BELGIAN SHEPHERD,1
T6C,Cat,BALINESE,3
T6C,Dog,"WELSH CORGI, CARDIGAN",6
T6C,Dog,TERRIPOO,4
T6C,Cat,"MAU, EGYPTIAN",1
T6C,Cat,BURMESE,2
T6C,Cat,"REX, DEVON",1
T6C,Dog,GORDON SETTER,1
T6C,Cat,CAT OF CEYLON,1
T6C,Cat,DOMESTIC MEDIUM HAIR,176
T6C,Dog,AUSTRALIAN SHEPHERD,24
T6C,Dog,LABRADOR RETRIEVER,222
T6C,Dog,BOXER,35
T6C,Dog,BEAGLE,34
T6C,Dog,TERRIER,34
T6C,Dog,"DACHSHUND, MINIATURE SMOOTH",35
T6C,Dog,ROTTWEILER,32
T6C,Dog,JACK RUSSELL TERRIER,34
T6C,Dog,COCKAPOO,22
T6C,Dog,ROUGH COATED COLLIE,14
T6C,Dog,POMERANIAN,27
T6C,Dog,FRENCH BULLDOG,5
T6C,Dog,STANDARD SCHNAUZER,6
T6C,Dog,WIREHAIRED JACK RUSSELL TERRIER,5
T6C,Dog,NOVA SCOTIA DUCK TOLLING RETRIEVER,4
T6C,Dog,"PINSCHER, AFFEN",1
T6C,Dog,SCHIPPERKE,1
T6C,Dog,ST. BERNARD,2
T6C,Dog,"TERRIER, AIREDALE",1
T6C,Dog,OLD ENGLISH MASTIFF,1
T6C,Dog,"TERRIER, AMERICAN STAFFORDSHIRE",10
T6C,Dog,AKITA,10
T6C,Dog,PUG,23
T6C,Dog,SILKY TERRIER,5
T6C,Dog,BOUVIER DES FLANDRES,5
T6C,Dog,"CROSSBREED, LARGE",1
T6C,Dog,FLAT COATED RETREIVER,1
T6C,Dog,GIANT SCHNAUZER,1
T6C,Dog,SHIBA INU,7
T6C,Dog,OLD ENGLISH SHEEPDOG,2
T6C,Dog,"ESKIMO, AMERICAN MINIATURE",7
T6C,Cat,SPHYNX,1
T6C,Dog,FINNISH SPITZ,1
T6C,Dog,DALMATIAN,4
T6C,Cat,"MANX, SHORT HAIR",8
T6C,Dog,SHIH TZU,133
T6C,Dog,"BULLDOG, AMERICAN",9
T6C,Dog,STAFFORDSHIRE BULL TERRIER,4
T6C,Cat,BENGAL,5
T6C,Dog,CAVALIER KING CHARLES SPANIEL,7
T6C,Dog,RED BONE COONHOUND,2
T6C,Dog,NORRBOTTENSPETS,1
T6C,Dog,LAKELAND TERRIER,1
T6C,Dog,"FOXHOUND, AMERICAN",1
T6C,Dog,TIBETAN TERRIER,1
T6C,Dog,NORFOLK TERRIER,1
T6C,Dog,GOLDEN RETREIVER,65
T6C,Dog,MINIATURE POODLE,19
T6C,Dog,POODLE,33
T6C,Dog,"DOG, AUSTRALIAN CATTLE",11
T6C,Dog,"CROSSBREED, MEDIUM",14
T6C,Dog,"CHIHUAHUA, SMOOTH",23
T6C,Dog,BLACK AND TAN COONHOUND,5
T6C,Dog,GREAT PYRENEES,11
T6C,Dog,ENGLISH BULLDOG,14
T6C,Dog,CANE CORSO,5
T6C,Dog,MASTIFF,8
T6C,Cat,PERSIAN,10
T6C,Dog,CAIRN TERRIER,3
T6C,Dog,LEONBURGER,1
T6C,Dog,SKYE TERRIER,3
T6C,Cat,"ARGENTINO, DOGO",1
T6C,Dog,CATAHOULA LEAPARD DOG,5
T6C,Dog,WEIMARANER,5
T6C,Dog,THAI RIDGEBACK,1
T6C,Dog,OTTER HOUND,1
T6C,Dog,PULI,1
T6C,Cat,BIRMAN,1
T6C,Dog,"DACHSHUND, STANDARD WIREHAIRED",1
T6C,Cat,"BOBTAIL, AMERICAN LONG HAIR",1
T6C,Dog,SMOOTH FOX TERRIER,1
T6C,Dog,"SHEPHERD, ANATOLIAN",1
T6C,Dog,EURASIER,1
